,ID,price,local,areas,bedrooms,parking-spaces,bathrooms,cep
698,2600793191,265000.0,"Cristo Redentor, João Pessoa",67.0,3.0,1.0,,
699,2617664208,755000.0,"Praia do Seixas, Ponta dos Seixas",118.0,3.0,,,
700,2534855822,339809.0,"Rua Golfo de Coronation, Ponta De Campina",53.5,1.5,,,58105-126
701,2531187501,181490.0,"Rua Golfo de Coronation, Ponta De Campina",43.5,1.5,,,58105-126
702,2638547787,199000.0,"Rua Arnaud dos Anjos Brandão, Portal do Sol",56.0,2.0,1.0,,58052-287
703,2622837057,748000.0,"Rua Francisco Feitosa Palitot, Aeroclube",90.0,3.0,2.0,,
704,2538692920,637000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",68.0,2.0,1.0,,58037-050
705,2579689662,1200000.0,"Brisamar, João Pessoa",166.0,4.0,,,58032-100
706,2630208151,380000.0,"Rua Professora Josefa Di Lorenzo Souza, Portal do Sol",61.0,2.0,2.0,,
707,2638521757,450000.0,"Rua Quintino Bocaiúva, Torre",240.0,3.0,,,58013-342
708,2567173948,115000.0,"Funcionários, João Pessoa",50.0,2.0,1.0,,
709,2571238602,294700.0,"Jardim São Paulo, João Pessoa",59.0,2.0,1.0,,58053-045
710,2624637489,559000.0,"Rua Huerta Ferreira de Melo, Jardim Oceania",64.0,2.0,,2.0,58037-050
711,2611508157,178000.0,"Rua Ivo dos Anjos Vila Nova, Mangabeira",51.0,2.0,1.0,,58057-100
712,2559365041,1057036.0,"Altiplano Cabo Branco, João Pessoa",95.0,3.0,2.0,,
713,2625853704,470000.0,"Miramar, João Pessoa",110.0,3.0,,,
714,2557045217,520000.0,"Rua Universitário Luiz Alves da Rocha, Aeroclube",72.0,2.0,1.0,,58036-570
715,2626602735,360000.0,"Avenida Acre, Estados",60.0,2.0,1.0,,58030-330
716,2615368995,288000.0,"Rua Bancário Amaury de Sousa, Bancários",68.0,2.0,1.0,,58051-400
717,2612002387,290000.0,"Avenida Campos Sales, Bessa",92.0,3.0,1.0,,58035-070
718,2554771020,849000.0,"Rua Plácido de Azevedo Ribeiro, Altiplano Cabo Branco",92.0,3.0,2.0,,58046-095
719,2628951508,231490.0,"Rua Ciro Troccoli, Cidade dos Colibris",73.0,3.0,1.0,,
720,2615711688,600000.0,"Avenida João Maurício, Manaíra",78.0,3.0,1.0,,58038-102
721,2571239200,144000.0,"Valentina de Figueiredo, João Pessoa",48.0,2.0,1.0,,58063-300
722,2621176308,210000.0,"Rua Otávio Sinfrônio de Oliveira Mariz, Cidade dos Colibris",75.0,3.0,2.0,,58073-314
723,2580420634,163000.0,"Mangabeira VII, João Pessoa",45.0,2.0,1.0,,
724,2632789703,480000.0,"Rua Carlos de Paiva Leite, Varjão",360.0,4.0,,,58070-000
725,2557939553,620000.0,"Rua Doutor João Franca, Manaíra",137.0,4.0,,,
726,2602452256,990000.0,"Rua Poeta Luiz Raimundo Batista de Carvalho, Bessa",96.0,4.0,2.0,,
727,2561084637,330000.0,"Rua Mariano Barbosa, Ipês",110.0,3.0,,,58036-853
728,2638074353,399000.0,"Rua Fernando Ferrari, Pedro Gondim",83.0,3.0,1.0,,58031-220
729,2602046474,730000.0,"Avenida Presidente Epitácio Pessoa, Miramar",181.0,4.0,,,58032-090
730,2611889400,499000.0,"Aeroclube, João Pessoa",65.0,2.0,1.0,,
731,2598590563,698000.0,"Jardim Oceania, João Pessoa",86.0,3.0,3.0,,
732,2612001397,202000.0,"Avenida Hilton Souto Maior, Cidade dos Colibris",79.0,3.0,1.0,,58073-212
733,2631905325,657240.0,"Rua Bancário Amaury de Sousa, Bancários",88.0,3.0,2.0,,58051-400
734,2570105861,150000.0,"Jardim São Paulo, João Pessoa",65.0,2.0,1.0,,58053-045
735,2623915131,781280.0,"Altiplano Cabo Branco, João Pessoa",92.0,3.0,2.0,,
736,2638534351,390000.0,"Rua João Cavalcante de Albuquerque, Cristo Redentor",80.0,3.0,1.0,,
737,2582474216,265000.0,"Rua Antônio Jovino de Lima, Bessa",54.0,2.0,1.0,,58035-170
738,2590080732,180000.0,"Rua Adolpho Ferreira Soares Filho, Jardim Cidade Universitária",77.0,3.0,1.0,,58052-170
739,2561691952,430000.0,"Tambauzinho, João Pessoa",76.0,3.0,2.0,,
740,2555930026,760000.0,"Rua José Brasilino Leite, João Agripino",148.0,4.0,,,58038-381
741,2555252809,1264560.0,"Rua Artur Monteiro Paiva, Bessa",120.0,2.0,,,
742,2624561743,586784.0,"Rua Norberto de Castro Nogueira, Jardim Oceania",67.0,2.0,2.0,,58037-050
743,2638379481,315000.0,"Rua Débora da Silva Braga, Aeroclube",56.0,2.0,1.0,,58036-853
744,2638222762,195000.0,"Rua Raimundo Adolfo, Jardim Cidade Universitária",75.0,3.0,1.0,,58052-287
745,2544776295,725000.0,"Rua Severino Venâncio de Souza, Gramame",160.0,3.0,,,58075-690
746,2638370467,244665.0,"Rua Aluísio Bezerra da Silva, Portal do Sol",55.0,2.0,1.0,,
747,2630338175,154390.0,"Rua Francisco Tavares de Oliveira, Mangabeira",48.0,2.0,1.0,,58056-040
748,2610989516,290000.0,"Avenida Marechal Hermes da Fonseca, Bessa",110.0,2.0,,,58036-002
749,2600793191,265000.0,"Cristo Redentor, João Pessoa",67.0,3.0,1.0,,
750,2625847414,620000.0,"Tambaú, João Pessoa",89.0,3.0,2.0,,
751,2605520283,128000.0,"Rua Professor Miguel da Rocha Luna, Ernesto Geisel",50.0,2.0,1.0,,58075-410
752,2631288959,450000.0,"Jardim Oceania, João Pessoa",64.0,2.0,2.0,,
753,2608275683,145000.0,"Rua Izabel Soares Gomes, Ernesto Geisel",43.0,2.0,1.0,,
754,2566295248,140000.0,"Rua Ari Barroso, Alto do Mateus",60.0,2.0,,1.0,58090-660
755,2593513697,673867.0,"Rua Escrivão Sebastião de Azevedo Bastos, Manaíra",92.0,3.0,2.0,,
756,2598436458,483000.0,"Rua Doutor Francisco Sarmento Meira, Bessa",69.0,3.0,1.0,,58102-337
757,2636233382,699000.0,"Rua Hermelinda Henriques de Araújo, Bancários",126.0,3.0,,,58051-085
758,2631929457,700000.0,"Avenida Sapé, Manaíra",100.0,3.0,,,58038-342
759,2632790323,95000.0,"Mumbaba, João Pessoa",60.0,2.0,,1.0,
760,2623203215,550000.0,"Rua da Aurora, Miramar",104.0,3.0,,,58043-270
761,2621227783,475000.0,"Manaíra, João Pessoa",113.0,3.0,,,
762,2557210443,264000.0,"Jardim São Paulo, João Pessoa",55.0,2.0,1.0,,58053-045
763,2611891310,244900.0,"Expedicionários, João Pessoa",51.0,2.0,1.0,,
764,2567176438,269900.0,"Portal do Sol, João Pessoa",85.0,3.0,1.0,,
765,2627731608,160000.0,"Rua Coronel Joca Velho, Alto do Mateus",78.0,3.0,1.0,,58090-220
766,2624570611,244900.0,"Expedicionários, João Pessoa",51.0,2.0,1.0,,
767,2611888162,276000.0,"Brisamar, João Pessoa",55.0,2.0,1.0,,58032-100
768,2605320482,150000.0,"Rua Carmem Miranda, Alto do Mateus",50.0,2.0,1.0,,58090-660
769,2638783266,430000.0,"Avenida Nego, Tambaú",100.0,3.0,,,58039-010
770,2585114519,932000.0,"Rua Doutor Abel Beltrão, Jardim Oceania",142.0,3.0,,,58037-700
771,2542548373,450000.0,"Rua Roberto Paulo Moreira Coutinho, Portal do Sol",384.0,,,,58052-287
772,2600885565,115000.0,"Rua José Paulo Ferreira da Costa, João Paulo II",50.0,2.0,1.0,,58075-690
773,2579840825,500000.0,"Aeroclube, João Pessoa",86.0,3.0,2.0,,
774,2567175386,118000.0,"Muçumagro, João Pessoa",42.0,2.0,1.0,,
775,2599418879,650000.0,"Praça José Tomás de Souza, Jardim Oceania",43.0,1.0,1.0,,
776,2628356437,160000.0,"Rua Professora Heline Campos da Costa, Valentina Figueiredo",48.0,2.0,1.0,,58064-550
777,2625337956,425000.0,"Bessa, João Pessoa",55.0,2.0,1.0,,
778,2623915132,891900.0,"Altiplano Cabo Branco, João Pessoa",92.0,3.0,2.0,,
779,2629484762,338360.0,"Rua Benjamin Maia, Brisamar",57.0,2.0,1.0,,58038-381
780,2624508304,365000.0,"Rua José Mesquita, Jardim 13 de Maio",280.0,3.0,,,
781,2579782203,280000.0,"Rua Vigolvino Florentino Costa, Manaíra",97.0,3.0,1.0,,58038-381
782,2636617695,170000.0,"Rua Horácio Trajano de Oliveira, Cristo Redentor",64.0,2.0,1.0,,58071-000
783,2629069641,359840.0,"Rua Presidente Kenedy, Tambauzinho",76.0,2.0,1.0,,
784,2615712890,190000.0,"Rua Coronel Antônio de Farias, José Américo de Almeida",57.0,2.0,1.0,,
785,2619920420,89000.0,"Rua Lourenço César, Ernani Sátiro",45.0,2.0,1.0,,
786,2631901300,159680.0,"Rua Petrarca Grisi, Cristo Redentor",46.0,2.0,1.0,,58071-690
787,2632350679,380000.0,"Avenida Júlia Freire, Torre",75.0,2.0,1.0,,
788,2624636708,609582.0,"Rua João Alfredo Coelho da Fonseca, Aeroclube",89.0,3.0,,2.0,
789,2561880928,549000.0,"Manaíra, João Pessoa",81.0,3.0,,3.0,
790,2631371525,314620.0,"Rua Bancário Wagner Alexandrino Bezerra Japyassu, Bancários",72.0,3.0,1.0,,58051-120
791,2631773722,174410.0,"Rua Caiçaras, Paratibe",52.0,2.0,1.0,,
792,2632027653,190000.0,"Cidade dos Colibris, João Pessoa",68.0,3.0,1.0,,58073-314
793,2559522566,688000.0,"Avenida João Cirilo da Silva, Altiplano Cabo Branco",102.0,3.0,,,
794,2567175892,119000.0,"Gramame, João Pessoa",47.0,2.0,1.0,,
795,2629051320,329000.0,"Aeroclube, João Pessoa",55.0,2.0,1.0,,
796,2628816078,134880.0,"Rua Severina Maria Vasconcelos de Carvalho, Cuiá",74.0,3.0,1.0,,
797,2628067076,360000.0,"Avenida Capitão João Freire, Tambauzinho",115.0,3.0,,,
798,2562202496,390000.0,"Praia do Seixas, Ponta dos Seixas",,,,,
799,2622786588,450000.0,"Avenida Cabo Branco, Cabo Branco",32.0,1.0,1.0,,58045-000
800,2622812690,539900.0,"Rua Doutor Agrícola Montenegro, Miramar",127.0,4.0,,,
801,2624824829,369760.0,"Avenida Presidente Afonso Pena, Bessa",52.0,2.0,1.0,,58035-200
802,2505456889,136400.0,"Rua Gumercindo Leite Sobrinho, Planalto Boa Esperança",47.0,2.0,1.0,,58065-081
803,2567175275,166100.0,"Oitizeiro, João Pessoa",60.0,3.0,,,
804,2560191658,125000.0,"Avenida Santa Catarina, Mandacaru",60.0,2.0,1.0,,58030-140
805,2601106963,285000.0,"Avenida Hilton Souto Maior, José Américo de Almeida",80.0,3.0,1.0,,
806,2585114519,932000.0,"Rua Doutor Abel Beltrão, Jardim Oceania",142.0,3.0,,,58037-700
807,2638619158,15000.0,"Rua Caranguejo Goiamun, Paratibe",45.0,2.0,1.0,,
808,2624435408,553000.0,"Miramar, João Pessoa",85.0,3.0,2.0,,
809,2615649702,250000.0,"Rua Adriano Zenaide Filho, Anatólia",74.0,3.0,1.0,,
810,2580511004,330000.0,"Rua Artur Monteiro Paiva, Bessa",59.0,2.0,1.0,,
811,2638155459,572000.0,"Rua Francisco Carneiro de Araújo, Cabo Branco",62.0,2.0,,2.0,
812,2585732488,433000.0,"Rua Paulo Costa Lima, Bessa",73.0,3.0,1.0,,
813,2611889040,193200.0,"Jardim 13 de Maio, João Pessoa",46.0,2.0,1.0,,07500-000
814,2631369176,158000.0,"Rua Doce Mãe de Deus, João Paulo II",50.0,2.0,1.0,,58075-690
815,2555930662,290000.0,"Rua Itamar Cavalcante de Albuquerque, Jardim Cidade Universitária",51.0,2.0,,2.0,
816,2620647224,419000.0,"Avenida Expedicionários, Torre",110.0,3.0,,,58030-001
817,2624640256,549000.0,"Rua General Alfredo Floro Cantalice, Bancários",52.0,2.0,,2.0,58051-120
818,2621401717,290000.0,"Avenida Presidente Epitácio Pessoa, Torre",80.0,,,,58025-000
819,2562771073,410000.0,"Rua Governador José Gomes da Silva, Tambauzinho",64.0,2.0,2.0,,58042-060
820,2638283365,527126.0,"Miramar, João Pessoa",72.0,3.0,2.0,,
821,2624447629,447900.0,"Bessa, João Pessoa",59.0,2.0,1.0,,
822,2628748775,330000.0,"Rua Luiz Alves Conserva, Jardim São Paulo",72.0,3.0,1.0,,58053-045
823,2614813200,135000.0,"Rua Coronel Augusto Fernandes Maia, José Américo de Almeida",50.0,3.0,1.0,,58073-000
824,2594792186,300000.0,"Rua Oswaldo Evaristo da Costa, Estados",59.0,2.0,1.0,,
825,2587569600,280000.0,"Praia de Intermares, Portal do Sol",35.0,1.0,1.0,,
826,2563319905,115000.0,"Gramame, João Pessoa",58.0,2.0,1.0,,
827,2631195725,140000.0,"José Américo de Almeida, João Pessoa",44.0,2.0,1.0,,58071-000
828,2638326701,660000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",106.0,3.0,,,58037-050
829,2638282265,223900.0,"Tambiá, João Pessoa",68.0,3.0,1.0,,58020-500
830,2586524789,1300000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",109.0,3.0,,,
831,2628945909,269760.0,"Rua Deputado Álvaro Gaudêncio, Treze de Maio",57.0,2.0,1.0,,58025-060
832,2623668427,530000.0,"Rua Jacob Alves de Azevedo, Jardim Oceania",125.0,3.0,,,58037-700
833,2601293280,250000.0,"Rua Adalgisa Batista de Holanda Pontes, Aeroclube",53.0,2.0,1.0,,58036-442
834,2629097096,430000.0,"Brisamar, João Pessoa",58.0,2.0,1.0,,58032-100
835,2567174683,200000.0,"Jardim Cidade Universitária, João Pessoa",78.0,3.0,1.0,,
836,2631113556,123230.0,"Rua Maria Lívia Alves Coêlho, Muçumagro",48.0,2.0,1.0,,58067-235
837,2584527901,130000.0,"Cristo Redentor, João Pessoa",45.0,2.0,1.0,,
838,2628186365,298000.0,"Rua Doutor Antonio Palitot Lopes Braga, Bancários",70.0,3.0,1.0,,58071-840
839,2626690267,450000.0,"Avenida Presidente Afonso Pena, Bessa",114.0,3.0,,,58035-200
840,2628466428,655190.0,"Rua Doutor Francisco Sarmento Meira, Bessa",69.0,3.0,1.0,,58102-337
841,2630338175,154390.0,"Rua Francisco Tavares de Oliveira, Mangabeira",48.0,2.0,1.0,,58056-040
842,2591722905,173500.0,"Rodovia BR-230, Ernesto Geisel",62.0,2.0,1.0,,58073-415
843,2631721225,298000.0,"Bessa, João Pessoa",48.0,2.0,1.0,,
844,2580158034,175000.0,"Rua Adalgisa Carneiro Cavalcanti, Cuiá",55.0,2.0,1.0,,58073-597
845,2637405985,110000.0,"Rua Abdias Monteiro de Farias, Gramame",54.0,2.0,1.0,,58063-300
846,2628373530,30000.0,"Praia do Sol, Barra de Gramame",450.0,,,,
847,2637311454,483891.0,"Rua Doutor Antônio Botto de Menezes, João Agripino",61.0,2.0,2.0,,58038-381
848,2623997690,399000.0,"Estados, João Pessoa",60.0,2.0,1.0,,
849,2599418879,650000.0,"Praça José Tomás de Souza, Jardim Oceania",43.0,1.0,1.0,,
850,2612165985,700000.0,"Rua Doutor Ivanildo Guedes Pessoa, Jardim Oceania",145.0,3.0,,,58037-328
851,2592968135,750000.0,"Praça João Monteiro da Franca, Jaguaribe",205.0,3.0,,,
852,2631371525,314620.0,"Rua Bancário Wagner Alexandrino Bezerra Japyassu, Bancários",72.0,3.0,1.0,,58051-120
853,2630098356,234360.0,"Rua Coronel Aristarco Pessoa, Jaguaribe",58.0,2.0,1.0,,58015-020
854,2570601302,170000.0,"Rua Estudante Joseane Ferreira Aguiar, João Paulo II",55.0,2.0,1.0,,58080-150
855,2636289245,307300.0,"Rua Vicente Ielpo, Bessa",39.0,1.0,1.0,,58035-170
856,2638657568,300000.0,"Avenida Presidente Washington Luiz, Bessa",415.0,3.0,,,
857,2630314777,515090.0,"Rua Professora Luzia Simões Bartolini, Aeroclube",126.0,3.0,,,
858,2637648326,135000.0,"Rua Delmo Alves Soares, Gramame",44.0,2.0,1.0,,
859,2591096683,545000.0,"Rua Bancário Sérgio Guerra, Anatólia",94.0,3.0,2.0,,58052-170
860,2580884913,769865.0,"Rua Médica Maria de Lourdes Barbosa Saraiva, Aeroclube",114.0,2.0,,,58036-002
861,2621562319,265000.0,"Praça Cleide Veronesi, Jardim Cidade Universitária",80.0,3.0,1.0,,
862,2610429277,779000.0,"Rua das Acácias, Miramar",180.0,4.0,,,58043-270
863,2626354442,760000.0,"Avenida Campos Sales, Jardim Oceania",133.0,3.0,,,58035-070
864,2631254869,286000.0,"Rua Bancário Wagner Alexandrino Bezerra Japyassu, Bancários",53.0,2.0,1.0,,58051-120
865,2621762629,100000.0,"Rua Luis Moreira Gomes, Jardim Cidade Universitária",50.0,2.0,1.0,,
866,2638334854,375000.0,"Avenida Manoel Teotônio dos Santos, Ipês",100.0,3.0,,,58036-853
867,2617677901,100000.0,"Rua Professor Andrei Farias de Oliveira, Paratibe",43.0,2.0,1.0,,58062-305
868,2595841464,458000.0,"Jardim Oceania, João Pessoa",58.0,2.0,1.0,,
869,2636684465,223000.0,"Avenida Marechal Hermes da Fonseca, Bessa",49.0,2.0,1.0,,58036-002
870,2552253669,350000.0,"Rua Eilzo Afonso Marques de Carvalho, Água Fria",95.0,3.0,2.0,,58053-012
871,2637850162,325000.0,"Avenida João Maurício, Manaíra",32.0,1.0,,1.0,58038-102
872,2638294291,165000.0,"Rua Adelina Eugênia da Silva, Cristo Redentor",50.0,2.0,1.0,,58071-000
873,2579123205,330000.0,"Manaíra, João Pessoa",57.0,2.0,1.0,,
874,2583202188,124900.0,"Rua Adalgiza Maria da Conceição, Muçumagro",45.0,2.0,1.0,,
875,2609433901,300000.0,"Praça Engenheiro Roberto Galliza do Amaral Marinho, Jardim Cidade Universitária",84.0,2.0,1.0,,
876,2638623157,430000.0,"Avenida Presidente Epitácio Pessoa, Tambaú",100.0,3.0,,,58045-000
877,2580364834,150000.0,"Valentina de Figueiredo, João Pessoa",50.0,2.0,,2.0,58063-300
878,2567175759,770000.0,"Tambauzinho, João Pessoa",115.0,3.0,,,
879,2625335578,145000.0,"Oitizeiro, João Pessoa",54.0,2.0,1.0,,
880,2633535513,140000.0,"Rua Motorista Antonio Belarmino dos Santos, Gramame",50.0,2.0,1.0,,
881,2632790564,558433.0,"Rua Doutor Antônio Botto de Menezes, João Agripino",76.0,3.0,2.0,,58038-381
882,2623621911,500000.0,"Brisamar, João Pessoa",68.0,2.0,2.0,,58032-100
883,2637908020,720983.0,"Estados, João Pessoa",104.0,3.0,,,
884,2632293584,208640.0,"Rua Filipéia, Tambiá",55.0,2.0,1.0,,58025-000
885,2593513697,673867.0,"Rua Escrivão Sebastião de Azevedo Bastos, Manaíra",92.0,3.0,2.0,,
886,2631793253,269900.0,"Torre, João Pessoa",50.0,2.0,1.0,,
887,2620311033,310000.0,"Rua das Seringueiras, Bancários",76.0,3.0,1.0,,
888,2629083861,99650.0,"Rua Leopoldo Rodrigues Pinheiro, Planalto Boa Esperança",54.0,2.0,1.0,,58065-081
889,2606333674,140000.0,"Rua Avelina dos Santos, Valentina de Figueiredo",48.0,2.0,1.0,,58064-550
890,2637894961,310000.0,"Rua Marcelo Lins de Mendonça, Aeroclube",55.0,2.0,1.0,,58036-460
891,2560377676,269000.0,"Bessa, João Pessoa",55.0,2.0,1.0,,
892,2636308672,360000.0,"Rua Oswaldo Evaristo da Costa, Estados",59.0,2.0,2.0,,
893,2579264840,450000.0,"Rua Albertino Alfredo Araújo Filho, Jardim Oceania",65.0,2.0,1.0,,58035-070
894,2559829651,149000.0,"Rua Iraci Almeida da Costa, José Américo de Almeida",59.0,2.0,1.0,,
895,2630333949,119810.0,"Rua Cícero César Moreira de Oliveira, Muçumagro",45.0,2.0,1.0,,
896,2624459937,250000.0,"Portal do Sol, João Pessoa",52.0,2.0,1.0,,
897,2614940939,750000.0,"Aeroclube, João Pessoa",136.0,3.0,,,
898,2633113771,340000.0,"Aeroclube, João Pessoa",62.0,2.0,1.0,,
899,2557605716,4000000.0,"Avenida Presidente Epitácio Pessoa, Estados",450.0,,20.0,,58030-140
900,2628432663,300000.0,"Centro, João Pessoa",480.0,,15.0,,
901,2628581736,483000.0,"Rua Bancário Wagner Alexandrino Bezerra Japyassu, Bancários",71.0,3.0,1.0,,58051-120
902,2623954715,380000.0,"Rua Goiás, Estados",67.0,2.0,1.0,,69305-410
903,2599046893,280000.0,"Rua Vicente Ielpo, Bessa",64.0,2.0,1.0,,58035-170
904,2562407782,550000.0,"Rua Reinaldo Tavares de Melo, Manaíra",90.0,3.0,2.0,,58037-000
905,2601857682,189000.0,"Avenida Santa Bárbara, Jardim Cidade Universitária",55.0,2.0,1.0,,58055-018
906,2581571939,300000.0,"Avenida Minas Gerais, Estados",75.0,3.0,2.0,,69305-420
907,2636691623,150000.0,"Rua Isete Silva Moreira dos Santos, Valentina Figueiredo",50.0,2.0,1.0,,
908,2625883463,900000.0,"Avenida Adolfo Loureiro França, Cabo Branco",81.0,2.0,2.0,,
909,2578471057,440000.0,"Rua Antônio Rabelo Júnior, Miramar",119.0,3.0,,,58043-110
910,2623998894,850000.0,"Manaíra, João Pessoa",168.0,3.0,,,
911,2637849640,257000.0,"Avenida Governador Antônio da Silva Mariz, Portal do Sol",70.0,2.0,1.0,,58046-005
912,2631901286,169250.0,"Rua São Miguel Arcanjo, João Paulo II",50.0,2.0,1.0,,58075-690
913,2638227469,309900.0,"Rua Cecília Rodrigues Siqueira, Jardim Cidade Universitária",57.0,2.0,1.0,,58052-170
914,85025932,267759.0,"Rua Edgar de Albuquerque Lins, Altiplano Cabo Branco",40.0,,1.0,1.0,
915,2567175239,240000.0,"Jardim São Paulo, João Pessoa",87.0,3.0,1.0,,58053-045
916,2617677901,100000.0,"Rua Professor Andrei Farias de Oliveira, Paratibe",43.0,2.0,1.0,,58062-305
917,2569188359,105000.0,"João Paulo II, João Pessoa",45.0,2.0,1.0,,
918,2628950136,548130.0,"Rua Doutor Severino Sílvio Guerra, Manaíra",81.0,3.0,2.0,,58038-511
919,2630966612,600000.0,"Rua Vandick Pinto Filgueiras, Tambauzinho",97.0,2.0,2.0,,
920,2582351146,210000.0,"Rua Comerciante Antonio Alves de Lima, Cidade dos Colibris",75.0,3.0,2.0,,
921,2619984223,180000.0,"Rua Joaquim Elias de Figueiredo, Mangabeira",52.0,2.0,1.0,,58057-100
922,2558702202,350000.0,"Rua São Gonçalo, Manaíra",105.0,3.0,,,
923,2618045581,169080.0,"Rua Comerciante Terezinha Maria Alves, Cuiá",50.0,2.0,1.0,,58077-174
924,2563457121,323900.0,"Pedro Gondim, João Pessoa",54.0,2.0,1.0,,58031-220
925,2628948609,439040.0,"Rua Débora da Silva Braga, Aeroclube",107.0,3.0,,,58036-853
926,2613183449,305000.0,"Avenida Mandacaru, Treze de Maio",54.0,2.0,1.0,,58026-040
927,2622392562,270000.0,"Rua Olivério Mavignier de Noronha, Altiplano Cabo Branco",58.0,2.0,1.0,,
928,2594702319,525000.0,"Rua Empresário João Rodrigues Alves, Bancários",98.0,3.0,2.0,,58051-085
929,2631646354,352800.0,"Rua Yaya de Amorim Coutinho, Miramar",53.0,2.0,1.0,,58032-090
930,2591870692,320000.0,"Rua Antonio Cavalcanti de Albuquerque, Bessa",56.0,2.0,1.0,,
931,2628796283,395000.0,"Rua Bancário Amaury de Sousa, Bancários",126.0,3.0,,,58051-400
932,2638131236,299900.0,"Rua Farmacêutico Antônio Leopoldo Batista, Jardim São Paulo",72.0,3.0,1.0,,58053-045
933,2620311033,310000.0,"Rua das Seringueiras, Bancários",76.0,3.0,1.0,,
934,2629075962,334500.0,"Avenida Presidente Afonso Pena, Bessa",60.0,2.0,1.0,,58035-200
935,2625475159,550000.0,"Rua Salvador Batista de Melo, Estados",100.0,3.0,,,58030-330
936,2618765640,600000.0,"Manaíra, João Pessoa",175.0,3.0,,,
937,2638741829,1150000.0,"Rua Paulo Roberto de Souza Acioly, Bessa",292.0,4.0,,,58035-170
938,2631480278,430000.0,"Rua Cecília Rodrigues Siqueira, Jardim Cidade Universitária",73.0,3.0,1.0,,58052-170
939,2594792186,300000.0,"Rua Oswaldo Evaristo da Costa, Estados",59.0,2.0,1.0,,
940,2569479143,480000.0,"Avenida João Maurício, Manaíra",58.0,2.0,1.0,,58038-102
941,2570109607,120700.0,"Paratibe, João Pessoa",53.0,2.0,1.0,,
942,2616867379,135000.0,"Rua Iraci Almeida da Costa, José Américo de Almeida",52.0,2.0,1.0,,
943,2577697459,265000.0,"Expedicionários, João Pessoa",60.0,2.0,1.0,,
944,2543430905,114000.0,"Jardim Veneza, João Pessoa",44.0,2.0,1.0,,
945,2637311454,483891.0,"Rua Doutor Antônio Botto de Menezes, João Agripino",61.0,2.0,2.0,,58038-381
946,2624675725,150000.0,"Jardim Cidade Universitária, João Pessoa",60.0,2.0,,1.0,
947,2560458151,270000.0,"Rua Cecília Rodrigues Siqueira, Jardim Cidade Universitária",54.0,2.0,1.0,,58052-170
948,2627843375,98000.0,"Rua Joamir Severino dos Santos, Valentina de Figueiredo",54.0,2.0,1.0,,58064-550
949,2638167003,249900.0,"Avenida Marechal Hermes da Fonseca, Bessa",33.0,1.0,1.0,,58036-002
950,2638222576,990000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",295.0,4.0,,,58037-050
951,2611523598,650000.0,"Rua Capitão Antônio Mendes de Souza Neto, Miramar",102.0,3.0,,,
952,2604591576,750000.0,"Rua Professora Eudésia Vieira, Estados",106.0,3.0,,,58030-330
953,2580526382,298000.0,"Rua Oswaldo Evaristo da Costa, Estados",70.0,3.0,1.0,,
954,2637180091,195000.0,"Rua Gervásio Bonavides, Jaguaribe",55.0,2.0,1.0,,58013-251
955,2623952161,930000.0,"Rua Maria Facunda de Oliveira Dias, Brisamar",167.0,4.0,,,
956,2629077236,74590.0,"Rua Comerciante José Formiga de Assis, Funcionários",48.0,2.0,1.0,,58081-300
957,2631900092,156840.0,"Rua Petrarca Grisi, Cristo Redentor",46.0,2.0,1.0,,58071-690
958,2598021146,255000.0,"Rua Antônia Gomes da Silveira, Cristo Redentor",78.0,3.0,1.0,,58071-000
959,2631773792,154270.0,"Rua João Siqueira de Figueiredo, Gramame",55.0,2.0,1.0,,
960,2630333693,952530.0,"Rua Professor Otávio Costa, João Agripino",133.0,4.0,,,58038-381
961,2638167131,600000.0,"Avenida Ministro José Américo de Almeida, Miramar",97.0,3.0,1.0,,58042-060
962,2570109528,479900.0,"Jardim Oceania, João Pessoa",86.0,3.0,2.0,,
963,2566564335,165000.0,"Gramame, João Pessoa",62.0,2.0,1.0,,
964,2608100591,600000.0,"Rua Goiás, Estados",96.0,3.0,3.0,,69305-410
965,2576232835,310000.0,"Rua Juiz José Alfredo Nóbrega de Freitas, Bessa",71.0,3.0,1.0,,
966,2636558583,239900.0,"Rua Maria de Lourdes de Vasconcelos Cardoso, Aeroclube",74.0,3.0,1.0,,58036-853
967,2631227958,260000.0,"Avenida Capitão João Freire, Expedicionários",60.0,3.0,1.0,,
968,2597360238,350000.0,"Avenida Mato Grosso, Estados",124.0,3.0,,,58030-330
969,2624583023,800000.0,"Rua Augusto Antonio Toscano Varandas, João Agripino",260.0,4.0,,,58038-381
970,2637116859,750000.0,"Condomínio Village Atlântico Sul, Ponta dos Seixas",67.0,2.0,1.0,,
971,2631114654,254900.0,"Avenida Manoel Deodato, Torre",77.0,2.0,1.0,,58040-330
972,2620356115,520000.0,"Rua Radialista Antônio Assunção, Jardim Cidade Universitária",88.0,3.0,1.0,,58052-287
973,2635673720,298000.0,"Bancários, João Pessoa",68.0,3.0,1.0,,
974,2628350054,450000.0,"Avenida Mandacaru, Treze de Maio",300.0,3.0,,,58026-040
975,2638191536,1200000.0,"Manaíra, João Pessoa",265.0,4.0,,,
